add another song to the cita romántica playlist.	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlistOPEN cita romántica CLOSEplaylist
add jack be nimble to my  reggae bombastic list	AddToPlaylist entity_nameOPEN jack be nimble CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN reggae bombastic CLOSEplaylist
add jan smit in endorphin rush	AddToPlaylist artistOPEN jan smit CLOSEartist playlistOPEN endorphin rush CLOSEplaylist
add rupee to my  ultra metal playlist	AddToPlaylist artistOPEN rupee CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN ultra metal CLOSEplaylist
please add liberty forever to the road trip playlist.	AddToPlaylist entity_nameOPEN liberty forever CLOSEentity_name playlistOPEN road trip CLOSEplaylist
add gene clark to diann's  chill out list	AddToPlaylist artistOPEN gene clark CLOSEartist playlist_ownerOPEN diann's CLOSEplaylist_owner playlistOPEN chill out CLOSEplaylist
put another track in my  electronica & dance playlist.	AddToPlaylist music_itemOPEN track CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN electronica & dance CLOSEplaylist
add the tune to the indie workout playlist	AddToPlaylist music_itemOPEN tune CLOSEmusic_item playlistOPEN indie workout CLOSEplaylist
add david henry hwang to the this is nicky jam playlist.	AddToPlaylist artistOPEN david henry hwang CLOSEartist playlistOPEN this is nicky jam CLOSEplaylist
add this jane olivor  track to my  the sleep machine waterscapes	AddToPlaylist artistOPEN jane olivor CLOSEartist music_itemOPEN track CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN the sleep machine waterscapes CLOSEplaylist
i would like this artist on drum & breaks .	AddToPlaylist music_itemOPEN artist CLOSEmusic_item playlistOPEN drum & breaks CLOSEplaylist
include dschiwan gasparjan in beth's  rare groove playlist.	AddToPlaylist artistOPEN dschiwan gasparjan CLOSEartist playlist_ownerOPEN beth's CLOSEplaylist_owner playlistOPEN rare groove CLOSEplaylist
i'd like to add the artist  jesper kyd onto my  fresh electronic playlist.	AddToPlaylist music_itemOPEN artist CLOSEmusic_item artistOPEN jesper kyd CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN fresh electronic CLOSEplaylist
add joplin in concert to my  feel good dinner	AddToPlaylist entity_nameOPEN joplin in concert CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN feel good dinner CLOSEplaylist
add harry j to my  dubstep dangles dirty	AddToPlaylist artistOPEN harry j CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN dubstep dangles dirty CLOSEplaylist
add partners in crime to joann's  lo que suena los angeles	AddToPlaylist entity_nameOPEN partners in crime CLOSEentity_name playlist_ownerOPEN joann's CLOSEplaylist_owner playlistOPEN lo que suena los angeles CLOSEplaylist
add this song onto hip hop gaming playlist	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlistOPEN hip hop gaming CLOSEplaylist
add this artist to my  this is philip glass playlist	AddToPlaylist music_itemOPEN artist CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN this is philip glass CLOSEplaylist
i want to put look to you on the playlist named 80s classic hits	AddToPlaylist entity_nameOPEN look to you CLOSEentity_name playlistOPEN 80s classic hits CLOSEplaylist
add no secrets to power gaming playlist	AddToPlaylist artistOPEN no secrets CLOSEartist playlistOPEN power gaming CLOSEplaylist
add track to hit remix	AddToPlaylist music_itemOPEN track CLOSEmusic_item playlistOPEN hit remix CLOSEplaylist
add ali lohan songs in club hits	AddToPlaylist artistOPEN ali lohan CLOSEartist playlistOPEN club hits CLOSEplaylist
add this tune to retrowave outrun	AddToPlaylist music_itemOPEN tune CLOSEmusic_item playlistOPEN retrowave outrun CLOSEplaylist
add a track from the edge to my  funk soul disco playlist	AddToPlaylist music_itemOPEN track CLOSEmusic_item artistOPEN the edge CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN funk soul disco CLOSEplaylist
add hold tight to my  throwback party	AddToPlaylist entity_nameOPEN hold tight CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN throwback party CLOSEplaylist
put do you love me on my  acoustic soul playlist	AddToPlaylist entity_nameOPEN do you love me CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN acoustic soul CLOSEplaylist
add the name the 3rd world to the playlist rock me up	AddToPlaylist entity_nameOPEN the 3rd world CLOSEentity_name playlistOPEN rock me up CLOSEplaylist
add this tune to my playlist named women of fresh finds	AddToPlaylist music_itemOPEN tune CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN women of fresh finds CLOSEplaylist
add tune to atmospheric black metal playlist	AddToPlaylist music_itemOPEN tune CLOSEmusic_item playlistOPEN atmospheric black metal CLOSEplaylist
add sammy hagar to ultra metal	AddToPlaylist artistOPEN sammy hagar CLOSEartist playlistOPEN ultra metal CLOSEplaylist
add 2120 south michigan avenue to my  laundry playlist	AddToPlaylist entity_nameOPEN 2120 south michigan avenue CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN laundry CLOSEplaylist
add turk to the deep house playlist	AddToPlaylist artistOPEN turk CLOSEartist playlistOPEN deep house CLOSEplaylist
add the name not fade away to the playlist the midnight hour	AddToPlaylist entity_nameOPEN not fade away CLOSEentity_name playlistOPEN the midnight hour CLOSEplaylist
add the artist to the 90's baby makers playlist	AddToPlaylist music_itemOPEN artist CLOSEmusic_item playlistOPEN 90's baby makers CLOSEplaylist
add parempi mies to the café con leche playlist.	AddToPlaylist entity_nameOPEN parempi mies CLOSEentity_name playlistOPEN café con leche CLOSEplaylist
place this tune onto my  dinner for 2 playlist.	AddToPlaylist music_itemOPEN tune CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN dinner for 2 CLOSEplaylist
add exit to i love my 80's rollerdisco list	AddToPlaylist entity_nameOPEN exit CLOSEentity_name playlistOPEN i love my 80's rollerdisco CLOSEplaylist
add darkest angels to my  sos 48 2016	AddToPlaylist entity_nameOPEN darkest angels CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN sos 48 2016 CLOSEplaylist
please put another tune into the laundry playlist.	AddToPlaylist music_itemOPEN tune CLOSEmusic_item playlistOPEN laundry CLOSEplaylist
add global underground 006 sydney to my  best metal of the new millennium	AddToPlaylist entity_nameOPEN global underground 006 sydney CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN best metal of the new millennium CLOSEplaylist
add bslade to women of k-pop playlist	AddToPlaylist artistOPEN bslade CLOSEartist playlistOPEN women of k-pop CLOSEplaylist
add a bill deasy  track to the conexiones playlist.	AddToPlaylist artistOPEN bill deasy CLOSEartist music_itemOPEN track CLOSEmusic_item playlistOPEN conexiones CLOSEplaylist
add j j cale to my  heavy gamer playlist.	AddToPlaylist artistOPEN j j cale CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN heavy gamer CLOSEplaylist
add album to metal overload playlist	AddToPlaylist music_itemOPEN album CLOSEmusic_item playlistOPEN metal overload CLOSEplaylist
add the keep your receipt ep to my  digster reggae playlist.	AddToPlaylist entity_nameOPEN keep your receipt ep CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN digster reggae CLOSEplaylist
add country nights by a journal of the plague year to playlist	AddToPlaylist playlistOPEN country nights CLOSEplaylist entity_nameOPEN a journal of the plague year CLOSEentity_name
add ian gillan to my  rock party	AddToPlaylist artistOPEN ian gillan CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN rock party CLOSEplaylist
add paul young to my  retrovisor	AddToPlaylist artistOPEN paul young CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN retrovisor CLOSEplaylist
add nana tanimura to a sudden rainstorm	AddToPlaylist artistOPEN nana tanimura CLOSEartist playlistOPEN a sudden rainstorm CLOSEplaylist
add viktor tsoi to my  sweet soul chillout playlist	AddToPlaylist artistOPEN viktor tsoi CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN sweet soul chillout CLOSEplaylist
i want glam added to the ntc gym strong playlist	AddToPlaylist entity_nameOPEN glam CLOSEentity_name playlistOPEN ntc gym strong CLOSEplaylist
add this ricardo villalobos  track to under the surface	AddToPlaylist artistOPEN ricardo villalobos CLOSEartist music_itemOPEN track CLOSEmusic_item playlistOPEN under the surface CLOSEplaylist
i want to add a song by w c clark to my  nerding around playlist	AddToPlaylist music_itemOPEN song CLOSEmusic_item artistOPEN w c clark CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN nerding around CLOSEplaylist
add connee boswell to the relaxing playlist.	AddToPlaylist artistOPEN connee boswell CLOSEartist playlistOPEN relaxing CLOSEplaylist
add nicole mitchell to my  soul revived list	AddToPlaylist artistOPEN nicole mitchell CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN soul revived CLOSEplaylist
add artist to lo mejor de los 00's	AddToPlaylist music_itemOPEN artist CLOSEmusic_item playlistOPEN lo mejor de los 00's CLOSEplaylist
this track should go on my  evening chill playlist	AddToPlaylist music_itemOPEN track CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN evening chill CLOSEplaylist
add claudine longet to my  ultimate 00s palylist	AddToPlaylist artistOPEN claudine longet CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN ultimate 00s CLOSEplaylist
add a mina caputo  album to my  after hours party 	AddToPlaylist artistOPEN mina caputo CLOSEartist music_itemOPEN album CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN after hours party CLOSEplaylist
put frank portman in my playlist good music	AddToPlaylist artistOPEN frank portman CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN good music CLOSEplaylist
put this track from the edge on my  funk soul disco playlist	AddToPlaylist music_itemOPEN track CLOSEmusic_item artistOPEN the edge CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN funk soul disco CLOSEplaylist
add a jang nara  track to the hip hop gaming playlist.	AddToPlaylist artistOPEN jang nara CLOSEartist music_itemOPEN track CLOSEmusic_item playlistOPEN hip hop gaming CLOSEplaylist
add kurious jorge to my  synth pop	AddToPlaylist artistOPEN kurious jorge CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN synth pop CLOSEplaylist
add songs in 90's hip hop of artist	AddToPlaylist playlistOPEN 90's hip hop CLOSEplaylist music_itemOPEN artist CLOSEmusic_item
add step to me to the 50 clásicos playlist.	AddToPlaylist entity_nameOPEN step to me CLOSEentity_name playlistOPEN 50 clásicos CLOSEplaylist
add this track to the sunshine reggae playlist	AddToPlaylist music_itemOPEN track CLOSEmusic_item playlistOPEN sunshine reggae CLOSEplaylist
put this whole album on the playlist called old school metal	AddToPlaylist music_itemOPEN album CLOSEmusic_item playlistOPEN old school metal CLOSEplaylist
add de principii evangelikum to my  domingo indie palylist	AddToPlaylist entity_nameOPEN de principii evangelikum CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN domingo indie CLOSEplaylist
add back at the velvet lounge to my  cleaning playlist	AddToPlaylist entity_nameOPEN back at the velvet lounge CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN cleaning CLOSEplaylist
add hemanta kumar mukhopadhyay  album in funky jams	AddToPlaylist artistOPEN hemanta kumar mukhopadhyay CLOSEartist music_itemOPEN album CLOSEmusic_item playlistOPEN funky jams CLOSEplaylist
add track to kickass metal	AddToPlaylist music_itemOPEN track CLOSEmusic_item playlistOPEN kickass metal CLOSEplaylist
add song to my  pop brasil	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN pop brasil CLOSEplaylist
please add ruud jolie to my playlist guest list polygon	AddToPlaylist artistOPEN ruud jolie CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN guest list polygon CLOSEplaylist
put this agent m  tune onto de cantautor español .	AddToPlaylist artistOPEN agent m CLOSEartist music_itemOPEN tune CLOSEmusic_item playlistOPEN de cantautor español CLOSEplaylist
add this tune by kurt james to the playlist latin pop classics	AddToPlaylist music_itemOPEN tune CLOSEmusic_item artistOPEN kurt james CLOSEartist playlistOPEN latin pop classics CLOSEplaylist
include when i paint my masterpiece in my  acoustic spring playlist.	AddToPlaylist entity_nameOPEN when i paint my masterpiece CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN acoustic spring CLOSEplaylist
add ths album to my  pachangueo total	AddToPlaylist music_itemOPEN album CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN pachangueo total CLOSEplaylist
add repent replenish repeat to classical moments in movies 	AddToPlaylist entity_nameOPEN repent replenish repeat CLOSEentity_name playlistOPEN classical moments in movies CLOSEplaylist
add this song to this is no te va gustar playlist	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlistOPEN this is no te va gustar CLOSEplaylist
add 157 riverside avenue to leticia's  animal humor playlist	AddToPlaylist entity_nameOPEN 157 riverside avenue CLOSEentity_name playlist_ownerOPEN leticia's CLOSEplaylist_owner playlistOPEN animal humor CLOSEplaylist
add tune to composer weekly pauline oliveros playlist	AddToPlaylist music_itemOPEN tune CLOSEmusic_item playlistOPEN composer weekly pauline oliveros CLOSEplaylist
add stuck on nothing to my  sax and the city playlist	AddToPlaylist entity_nameOPEN stuck on nothing CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN sax and the city CLOSEplaylist
add armistead burwell smith iv to blues masters	AddToPlaylist artistOPEN armistead burwell smith iv CLOSEartist playlistOPEN blues masters CLOSEplaylist
add an album in my playlist in the name of blues	AddToPlaylist music_itemOPEN album CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN in the name of blues CLOSEplaylist
put united abominations onto my  rare groove playlist	AddToPlaylist entity_nameOPEN united abominations CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN rare groove CLOSEplaylist
add lagaylia frazier to my  emotron	AddToPlaylist artistOPEN lagaylia frazier CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN emotron CLOSEplaylist
i want to add a song by w c clark to my  nerding around playlist	AddToPlaylist music_itemOPEN song CLOSEmusic_item artistOPEN w c clark CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN nerding around CLOSEplaylist
add a shot at glory to calm before the storm	AddToPlaylist entity_nameOPEN a shot at glory CLOSEentity_name playlistOPEN calm before the storm CLOSEplaylist
add this artist to the playlist called fusion fest	AddToPlaylist music_itemOPEN artist CLOSEmusic_item playlistOPEN fusion fest CLOSEplaylist
add song to my  mellow beats list	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN mellow beats CLOSEplaylist
add don and sherri to the electrosafari playlist.	AddToPlaylist entity_nameOPEN don and sherri CLOSEentity_name playlistOPEN electrosafari CLOSEplaylist
can you put a song by jessica mauboy on my playlist entitled a sudden rainstorm	AddToPlaylist music_itemOPEN song CLOSEmusic_item artistOPEN jessica mauboy CLOSEartist playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN a sudden rainstorm CLOSEplaylist
add m-cabi to the playlist named pre-party r&b jams	AddToPlaylist entity_nameOPEN m-cabi CLOSEentity_name playlistOPEN pre-party r&b jams CLOSEplaylist
add a song to in residence metal hammer episode 6	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlistOPEN in residence metal hammer episode 6 CLOSEplaylist
add the stars and stripes forever to the soulful disco playlist.	AddToPlaylist entity_nameOPEN the stars and stripes forever CLOSEentity_name playlistOPEN soulful disco CLOSEplaylist
add beijing huanying ni to my  workday lounge playlist	AddToPlaylist entity_nameOPEN beijing huanying ni CLOSEentity_name playlist_ownerOPEN my CLOSEplaylist_owner playlistOPEN workday lounge CLOSEplaylist
